ID,Function,Function Description,Category ID,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholders,Auditor,NIST 800-53 Control Ref,Test Procedure(s),Observation Date,Observations,Actual Score,Minimum Target,Desired Target,Gap to Minimum Target,Testing Status,Action Plan,Artifact Name,Linked Artifact URL,,Drop down values: In Scope?,Drop down values: Testing Status
GV.SC-09 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle",Ex4: Review policies to ensure that they require approved supplier personnel to perform maintenance on supplier products,No,,,,"PM-09,PM-19,PM-28,PM-30,PM-31,RA-03,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,,,0,5,7,5,  Not Started  ,,,,,,
GV.SC-10 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Ex1: Establish processes for terminating critical relationships under both normal and adverse circumstances,No,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,,,0,5,7,5,  Not Started  ,,,,,,
GV.SC-10 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Ex2: Define and implement plans for component end-of-life maintenance support and obsolescence,No,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,,,0,5,7,5,  Not Started  ,,,,,,
GV.SC-10 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,"Ex4: Verify that assets containing the organization's data are returned or properly disposed of in a timely, controlled, and safe manner",No,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,,,0,5,7,5,  Not Started  ,,,,,,
GV.SC-10 Ex5,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Ex5: Develop and execute a plan for terminating or transitioning supplier relationships that takes supply chain security risk and resiliency into account,No,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,,,0,5,7,5,  Not Started  ,,,,,,
GV.SC-10 Ex6,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Ex6: Mitigate risks to data and systems created by supplier termination,No,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,,,0,5,7,5,  Not Started  ,,,,,,
GV.SC-10 Ex7,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Ex7: Manage data leakage risks associated with supplier termination,No,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-01 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-01,Inventories of hardware managed by the organization are maintained,Ex2: Constantly monitor networks to detect new hardware and automatically update inventories,No,,,,"CM-08,PM-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-02 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-02,"Inventories of software, services, and systems managed by the organization are maintained","Ex1: Maintain inventories for all types of software and services, including commercial-off-the-shelf, open-source, custom applications, API services, and cloud-based applications and services",No,,,,"AC-20,CM-08,PM-05,SA-05,SA-09",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-02 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-02,"Inventories of software, services, and systems managed by the organization are maintained",Ex3: Maintain an inventory of the organization's systems,No,,,,"AC-20,CM-08,PM-05,SA-05,SA-09",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-03 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-03,Representations of the organization's authorized network communication and internal and external network data flows are maintained,Ex1: Maintain baselines of communication and data flows within the organization's wired and wireless networks,No,,,,"AC-04,CA-03,CA-09,PL-02,PL-08,PM-07",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-03 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-03,Representations of the organization's authorized network communication and internal and external network data flows are maintained,Ex2: Maintain baselines of communication and data flows between the organization and third parties,No,,,,"AC-04,CA-03,CA-09,PL-02,PL-08,PM-07",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-03 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-03,Representations of the organization's authorized network communication and internal and external network data flows are maintained,Ex3: Maintain baselines of communication and data flows for the organization's infrastructure-as-a-service (IaaS) usage,No,,,,"AC-04,CA-03,CA-09,PL-02,PL-08,PM-07",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-04 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-04,Inventories of services provided by suppliers are maintained,Ex2: Update the inventory when a new external service is going to be utilized to ensure adequate cybersecurity risk management monitoring of the organization's use of that service,No,,,,"AC-20,SA-09,SR-02",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-05 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-05,"Assets are prioritized based on classification, criticality, resources, and impact on the mission",Ex2: Apply the prioritization criteria to assets,No,,,,"RA-02,RA-03,RA-09",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-05 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-05,"Assets are prioritized based on classification, criticality, resources, and impact on the mission",Ex3: Track the asset priorities and update them periodically or when significant changes to the organization occur,No,,,,"RA-02,RA-03,RA-09",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-07 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,"Ex1: Maintain a list of the designated data types of interest (e.g., personally identifiable information, protected health information, financial account numbers, organization intellectual property, operational technology data)",No,,,,"CM-12,CM-13,SI-12",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-07 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,Ex2: Continuously discover and analyze ad hoc data to identify new instances of designated data types,No,,,,"CM-12,CM-13,SI-12",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-07 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,"Ex4: Track the provenance, data owner, and geolocation of each instance of designated data types",No,,,,"CM-12,CM-13,SI-12",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-08 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex1: Integrate cybersecurity considerations throughout the life cycles of systems, hardware, software, and services",No,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-08 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles",Ex2: Integrate cybersecurity considerations into product life cycles,No,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-08 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex4: Periodically identify redundant systems, hardware, software, and services that unnecessarily increase the organization's attack surface",No,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-08 Ex5,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex5: Properly configure and secure systems, hardware, software, and services prior to their deployment in production",No,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-08 Ex6,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex6: Update inventories when systems, hardware, software, and services are moved or transferred within the organization",No,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-08 Ex7,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex7: Securely destroy stored data based on the organization's data retention policy using the prescribed destruction method, and keep and manage a record of the destructions",No,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-08 Ex8,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex8: Securely sanitize data storage when hardware is being retired, decommissioned, reassigned, or sent for repairs or replacement",No,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,,,0,5,7,5,  Not Started  ,,,,,,
ID.AM-08 Ex9,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex9: Offer methods for destroying paper, storage media, and other physical forms of data storage",No,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-01 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-01,Improvements are identified from evaluations,Ex2: Invest in third-party assessments or independent audits of the effectiveness of the organization's cybersecurity program to identify areas that need improvement,No,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,IA-01,IR-01,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SA-17(06),SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-01 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-01,Improvements are identified from evaluations,Ex3: Constantly evaluate compliance with selected cybersecurity requirements through automated means,No,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,IA-01,IR-01,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SA-17(06),SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-02 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties","Ex1: Identify improvements for future incident response activities based on findings from incident response assessments (e.g., tabletop exercises and simulations, tests, internal reviews, independent audits)",No,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,CP-04,IA-01,IR-01,IR-03,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PM-04,PM-31,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-02 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties","Ex2: Identify improvements for future business continuity, disaster recovery, and incident response activities based on exercises performed in coordination with critical service providers and product suppliers",No,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,CP-04,IA-01,IR-01,IR-03,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PM-04,PM-31,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-02 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties","Ex3: Involve internal stakeholders (e.g., senior executives, legal department, HR) in security tests and exercises as appropriate",No,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,CP-04,IA-01,IR-01,IR-03,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PM-04,PM-31,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-02 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",Ex4: Perform penetration testing to identify opportunities to improve the security posture of selected high-risk systems as approved by leadership,No,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,CP-04,IA-01,IR-01,IR-03,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PM-04,PM-31,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-02 Ex5,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",Ex5: Exercise contingency plans for responding to and recovering from the discovery that products or services did not originate with the contracted supplier or partner or were altered before receipt,No,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,CP-04,IA-01,IR-01,IR-03,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PM-04,PM-31,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-03 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-03,"Improvements are identified from execution of operational processes, procedures, and activities",Ex1: Conduct collaborative lessons learned sessions with suppliers,No,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,IA-01,IR-01,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PM-04,PM-31,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-04,SA-08,SA-11,SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-03 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-03,"Improvements are identified from execution of operational processes, procedures, and activities","Ex2: Annually review cybersecurity policies, processes, and procedures to take lessons learned into account",No,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,IA-01,IR-01,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PM-04,PM-31,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-04,SA-08,SA-11,SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-04 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved","Ex2: Include contact and communication information, processes for handling common scenarios, and criteria for prioritization, escalation, and elevation in all contingency plans",No,,,,"CP-02,IR-08,PL-02,SR-02",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-04 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved","Ex3: Create a vulnerability management plan to identify and assess all types of vulnerabilities and to prioritize, test, and implement risk responses",No,,,,"CP-02,IR-08,PL-02,SR-02",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-04 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved",Ex4: Communicate cybersecurity plans (including updates) to those responsible for carrying them out and to affected parties,No,,,,"CP-02,IR-08,PL-02,SR-02",,,,0,5,7,5,  Not Started  ,,,,,,
ID.IM-04 Ex5,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved",Ex5: Review and update all cybersecurity plans annually or when a need for significant improvements is identified,No,,,,"CP-02,IR-08,PL-02,SR-02",,,,0,5,7,5,  Not Started  ,,,,,,
ID.RA-01 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified, validated, and recorded",Ex2: Assess network and system architectures for design and implementation weaknesses that affect cybersecurity,No,,,,"CA-02,CA-07,CA-08,RA-03,RA-05,SA-11(02),SA-15(07),SA-15(08),SI-04,SI-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.RA-01 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified, validated, and recorded","Ex3: Review, analyze, or test organization-developed software to identify design, coding, and default configuration vulnerabilities",No,,,,"CA-02,CA-07,CA-08,RA-03,RA-05,SA-11(02),SA-15(07),SA-15(08),SI-04,SI-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.RA-01 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified, validated, and recorded",Ex4: Assess facilities that house critical computing assets for physical vulnerabilities and resilience issues,No,,,,"CA-02,CA-07,CA-08,RA-03,RA-05,SA-11(02),SA-15(07),SA-15(08),SI-04,SI-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.RA-01 Ex5,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified, validated, and recorded",Ex5: Monitor sources of cyber threat intelligence for information on new vulnerabilities in products and services,No,,,,"CA-02,CA-07,CA-08,RA-03,RA-05,SA-11(02),SA-15(07),SA-15(08),SI-04,SI-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.RA-01 Ex6,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified, validated, and recorded",Ex6: Review processes and procedures for weaknesses that could be exploited to affect cybersecurity,No,,,,"CA-02,CA-07,CA-08,RA-03,RA-05,SA-11(02),SA-15(07),SA-15(08),SI-04,SI-05",,,,0,5,7,5,  Not Started  ,,,,,,
ID.RA-02 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-02,Cyber threat intelligence is received from information sharing forums and sources,"Ex2: Receive and review advisories from reputable third parties on current threat actors and their tactics, techniques, and procedures (TTPs)",No,,,,"PM-15,PM-16,SI-05",,,,0,5,7,5,  Not Started  ,,,,,,
